DriverName,Team,grid,position,points,status,year,round
Hamilton,Ferrari,12,8,4,Finished,2025,17
Leclerc,Ferrari,10,9,2,Finished,2025,17
Hadjar,RB F1 Team,8,10,1,Finished,2025,17
Bortoleto,Sauber,13,11,0,Finished,2025,17
Bearman,Haas F1 Team,15,12,0,Finished,2025,17
Albon,Williams,19,13,0,Finished,2025,17
Ocon,Haas F1 Team,20,14,0,Finished,2025,17
Alonso,Aston Martin,11,15,0,Finished,2025,17
Hülkenberg,Sauber,17,16,0,Finished,2025,17
Stroll,Aston Martin,14,17,0,Finished,2025,17
Gasly,Alpine F1 Team,18,18,0,Lapped,2025,17
Colapinto,Alpine F1 Team,16,19,0,Lapped,2025,17
Piastri,McLaren,9,20,0,Retired,2025,17
Russell,Mercedes,1,1,25,Finished,2025,18
Verstappen,Red Bull,2,2,18,Finished,2025,18
Norris,McLaren,5,3,15,Finished,2025,18
Piastri,McLaren,3,4,12,Finished,2025,18
Antonelli,Mercedes,4,5,10,Finished,2025,18
Leclerc,Ferrari,7,6,8,Finished,2025,18
Alonso,Aston Martin,10,7,6,Finished,2025,18
Hamilton,Ferrari,6,8,4,Finished,2025,18
Bearman,Haas F1 Team,9,9,2,Finished,2025,18
Sainz,Williams,18,10,1,Lapped,2025,18
Hadjar,RB F1 Team,8,11,0,Lapped,2025,18
Tsunoda,Red Bull,13,12,0,Lapped,2025,18
Stroll,Aston Martin,15,13,0,Lapped,2025,18
Albon,Williams,20,14,0,Lapped,2025,18
Lawson,RB F1 Team,12,15,0,Lapped,2025,18
Colapinto,Alpine F1 Team,16,16,0,Lapped,2025,18
Bortoleto,Sauber,14,17,0,Lapped,2025,18
Ocon,Haas F1 Team,17,18,0,Lapped,2025,18
Gasly,Alpine F1 Team,19,19,0,Lapped,2025,18
Hülkenberg,Sauber,11,20,0,Lapped,2025,18
Verstappen,Red Bull,1,1,25,Finished,2025,19
Norris,McLaren,2,2,18,Finished,2025,19
Leclerc,Ferrari,3,3,15,Finished,2025,19
Hamilton,Ferrari,5,4,12,Finished,2025,19
Piastri,McLaren,6,5,10,Finished,2025,19
Russell,Mercedes,4,6,8,Finished,2025,19
Tsunoda,Red Bull,13,7,6,Finished,2025,19
Hülkenberg,Sauber,11,8,4,Finished,2025,19
Bearman,Haas F1 Team,8,9,2,Finished,2025,19
Alonso,Aston Martin,10,10,1,Finished,2025,19
Lawson,RB F1 Team,12,11,0,Finished,2025,19
Stroll,Aston Martin,19,12,0,Finished,2025,19
Antonelli,Mercedes,7,13,0,Finished,2025,19
Albon,Williams,18,14,0,Finished,2025,19
Ocon,Haas F1 Team,17,15,0,Finished,2025,19
Hadjar,RB F1 Team,20,16,0,Finished,2025,19
Colapinto,Alpine F1 Team,15,17,0,Lapped,2025,19
Bortoleto,Sauber,16,18,0,Lapped,2025,19
Gasly,Alpine F1 Team,14,19,0,Lapped,2025,19
Sainz,Williams,9,20,0,Retired,2025,19
Norris,McLaren,1,1,25,Finished,2025,20
Leclerc,Ferrari,2,2,18,Finished,2025,20
Verstappen,Red Bull,5,3,15,Finished,2025,20
Bearman,Haas F1 Team,9,4,12,Finished,2025,20
Piastri,McLaren,7,5,10,Finished,2025,20
Antonelli,Mercedes,6,6,8,Finished,2025,20
Russell,Mercedes,4,7,6,Finished,2025,20
Hamilton,Ferrari,3,8,4,Finished,2025,20
Ocon,Haas F1 Team,11,9,2,Finished,2025,20
Bortoleto,Sauber,16,10,1,Finished,2025,20
Tsunoda,Red Bull,10,11,0,Finished,2025,20
Albon,Williams,17,12,0,Lapped,2025,20
Hadjar,RB F1 Team,8,13,0,Lapped,2025,20
Stroll,Aston Martin,19,14,0,Lapped,2025,20
Gasly,Alpine F1 Team,18,15,0,Lapped,2025,20
Colapinto,Alpine F1 Team,20,16,0,Lapped,2025,20
Sainz,Williams,12,17,0,Retired,2025,20
Alonso,Aston Martin,14,18,0,Retired,2025,20
Hülkenberg,Sauber,13,19,0,Retired,2025,20
Lawson,RB F1 Team,15,20,0,Retired,2025,20
Norris,McLaren,1,1,25,Finished,2025,21
Antonelli,Mercedes,2,2,18,Finished,2025,21
Verstappen,Red Bull,19,3,15,Finished,2025,21
Russell,Mercedes,6,4,12,Finished,2025,21
Piastri,McLaren,4,5,10,Finished,2025,21
Bearman,Haas F1 Team,8,6,8,Finished,2025,21
Lawson,RB F1 Team,7,7,6,Finished,2025,21
Hadjar,RB F1 Team,5,8,4,Finished,2025,21
Hülkenberg,Sauber,10,9,2,Finished,2025,21
Gasly,Alpine F1 Team,9,10,1,Finished,2025,21
Albon,Williams,12,11,0,Finished,2025,21
Ocon,Haas F1 Team,20,12,0,Finished,2025,21
Sainz,Williams,15,13,0,Finished,2025,21
Alonso,Aston Martin,11,14,0,Finished,2025,21
Colapinto,Alpine F1 Team,16,15,0,Finished,2025,21
Stroll,Aston Martin,14,16,0,Finished,2025,21
Tsunoda,Red Bull,17,17,0,Finished,2025,21
Hamilton,Ferrari,13,18,0,Retired,2025,21
Leclerc,Ferrari,3,19,0,Retired,2025,21
Bortoleto,Sauber,18,20,0,Retired,2025,21
Verstappen,Red Bull,2,1,25,Finished,2025,22
Russell,Mercedes,4,2,18,Finished,2025,22
Antonelli,Mercedes,17,3,15,Finished,2025,22
Leclerc,Ferrari,9,4,12,Finished,2025,22
Sainz,Williams,3,5,10,Finished,2025,22
Hadjar,RB F1 Team,8,6,8,Finished,2025,22
Hülkenberg,Sauber,11,7,6,Finished,2025,22
Hamilton,Ferrari,19,8,4,Finished,2025,22
Ocon,Haas F1 Team,13,9,2,Finished,2025,22
Bearman,Haas F1 Team,14,10,1,Finished,2025,22
Alonso,Aston Martin,7,11,0,Finished,2025,22
Tsunoda,Red Bull,20,12,0,Finished,2025,22
Gasly,Alpine F1 Team,10,13,0,Finished,2025,22
Lawson,RB F1 Team,6,14,0,Lapped,2025,22
Colapinto,Alpine F1 Team,15,15,0,Lapped,2025,22
Albon,Williams,16,16,0,Retired,2025,22
Bortoleto,Sauber,18,17,0,Retired,2025,22
Stroll,Aston Martin,12,18,0,Retired,2025,22
Norris,McLaren,1,19,0,Disqualified,2025,22
Piastri,McLaren,5,20,0,Disqualified,2025,22
